road_type,weather,is_rush_hour,actual_speed_kmh
primary,light_rain,1,28.08
residential,clear,0,23.41
residential,clear,1,18.83
residential,clear,1,15.59
secondary,clear,0,36.18
primary,clear,1,29.4
primary,flooded,0,21.65
residential,moderate_rain,0,26.57
primary,clear,0,39.81
secondary,clear,1,23.3
secondary,moderate_rain,0,32.46
secondary,clear,0,32.06
residential,clear,0,23.21
primary,clear,1,29.14
primary,clear,1,28.03
primary,moderate_rain,0,43.41
secondary,clear,0,34.68
primary,clear,0,42.71
primary,clear,0,42.72
residential,light_rain,0,24.39
residential,clear,0,24.37
primary,clear,1,27.84
primary,heavy_rain,0,30.36
residential,flooded,0,11.56
primary,flooded,0,21.02
primary,moderate_rain,0,42.71
primary,clear,0,43.68
secondary,clear,0,33.66
primary,clear,1,30.25
residential,clear,0,25.81
secondary,flooded,0,17.77
secondary,moderate_rain,1,22.32
primary,light_rain,1,27.97
secondary,clear,1,23.29
secondary,heavy_rain,1,13.92
secondary,moderate_rain,1,22.91
secondary,clear,0,36.34
secondary,heavy_rain,1,17.08
residential,clear,0,24.43
residential,clear,0,26.6
secondary,light_rain,0,37.22
primary,light_rain,0,41.94
primary,clear,0,44.24
primary,clear,0,39.81
secondary,flooded,0,15.61
secondary,light_rain,1,23.29
secondary,light_rain,1,21.65
residential,clear,0,28.06
residential,clear,1,17.75
residential,clear,0,26.45
primary,clear,1,29.07
secondary,clear,0,33.5
primary,clear,0,42.42
primary,clear,0,43.58
primary,clear,0,42.24
primary,moderate_rain,0,43.07
secondary,clear,0,36.07
residential,clear,0,25.01
primary,clear,0,40.46
secondary,clear,0,37.57
secondary,clear,1,23.27
primary,flooded,0,25.66
secondary,moderate_rain,0,35.06
primary,clear,0,42.89
secondary,clear,1,24.26
secondary,clear,0,31.97
primary,moderate_rain,1,29.89
primary,clear,0,47.05
secondary,clear,0,31.87
residential,moderate_rain,0,23.91
primary,moderate_rain,0,41.91
secondary,moderate_rain,0,35.4
secondary,heavy_rain,0,26.56
residential,heavy_rain,0,17.29
residential,clear,1,20.06
secondary,clear,0,35.26
secondary,moderate_rain,0,34.76
residential,light_rain,0,25.03
primary,flooded,0,23.43
primary,clear,0,42.57
primary,clear,1,30.34
residential,clear,1,15.0
residential,clear,0,24.57
primary,clear,1,28.16
secondary,light_rain,0,34.49
secondary,clear,0,34.53
primary,light_rain,0,44.11
residential,light_rain,0,23.22
primary,clear,0,40.6
primary,clear,0,41.16
secondary,light_rain,0,35.85
secondary,moderate_rain,1,21.52
primary,heavy_rain,0,29.48
secondary,heavy_rain,1,15.33
secondary,flooded,0,18.74
primary,clear,0,42.85
primary,heavy_rain,1,23.61
secondary,moderate_rain,0,36.93
primary,heavy_rain,0,28.41
residential,clear,0,24.32
residential,flooded,0,17.2
residential,clear,0,23.38
primary,moderate_rain,0,41.99
residential,clear,1,16.88
secondary,clear,0,35.0
primary,clear,0,40.59
primary,clear,0,43.94
primary,clear,0,41.74
secondary,moderate_rain,0,36.24
secondary,clear,0,32.82
primary,clear,0,43.29
secondary,clear,1,20.27
primary,clear,0,39.97
secondary,clear,1,22.33
primary,clear,0,42.15
residential,clear,0,27.2
residential,light_rain,0,24.48
secondary,clear,1,25.53
primary,clear,0,42.63
primary,clear,1,30.03
residential,flooded,1,7.34
primary,clear,1,27.93
primary,clear,0,40.47
primary,clear,1,29.62
secondary,clear,1,23.98
secondary,clear,0,36.17
residential,clear,1,17.17
primary,clear,1,32.16
primary,clear,0,43.46
residential,clear,0,26.49
residential,light_rain,0,24.06
primary,flooded,0,20.24
secondary,clear,0,36.08
primary,light_rain,0,42.28
residential,flooded,0,13.75
primary,moderate_rain,0,42.6
residential,clear,1,15.66
secondary,light_rain,0,35.97
secondary,clear,1,22.28
primary,clear,0,44.14
secondary,clear,1,25.51
secondary,clear,1,23.01
primary,clear,0,44.93
secondary,clear,0,35.6
residential,light_rain,0,25.82
secondary,clear,1,22.33
secondary,clear,1,23.91
primary,clear,0,41.09
secondary,clear,0,37.57
primary,clear,0,40.18
secondary,flooded,0,16.97
residential,clear,1,15.45
secondary,clear,0,36.01
primary,heavy_rain,1,22.35
primary,clear,1,30.1
secondary,heavy_rain,1,20.21
secondary,clear,0,32.93
residential,clear,0,23.05
residential,clear,0,23.66
secondary,clear,1,23.77
primary,clear,0,41.66
primary,heavy_rain,0,27.75
primary,light_rain,1,29.51
primary,light_rain,0,40.55
secondary,moderate_rain,0,32.38
secondary,clear,0,34.4
secondary,light_rain,0,33.9
primary,clear,0,44.72
primary,moderate_rain,0,40.72
primary,clear,1,28.04
primary,light_rain,1,29.46
residential,heavy_rain,0,17.91
primary,clear,1,31.26
secondary,clear,0,35.7
primary,clear,0,43.4
residential,clear,1,17.71
secondary,light_rain,0,33.96
primary,flooded,0,21.19
secondary,clear,0,32.34
secondary,clear,0,36.34
residential,light_rain,0,24.86
primary,clear,1,30.28
residential,clear,0,20.78
residential,heavy_rain,1,11.19
residential,light_rain,0,23.26
secondary,clear,0,37.25
secondary,clear,0,35.92
secondary,light_rain,0,34.71
secondary,moderate_rain,1,22.32
secondary,moderate_rain,0,34.68
secondary,clear,0,33.61
secondary,heavy_rain,0,23.25
secondary,clear,0,34.13
residential,light_rain,0,27.94
primary,clear,0,45.4
residential,clear,0,26.59
secondary,flooded,0,15.26
residential,clear,1,18.15
secondary,clear,0,35.28
primary,moderate_rain,1,30.19
residential,light_rain,0,25.03
primary,moderate_rain,0,42.06
residential,clear,0,25.35
secondary,clear,0,32.29
secondary,heavy_rain,0,22.25
primary,clear,0,43.76
secondary,heavy_rain,0,25.11
primary,clear,1,28.29
primary,moderate_rain,1,28.29
primary,clear,1,26.72
primary,clear,0,45.39
residential,heavy_rain,0,18.38
residential,clear,0,25.98
primary,light_rain,0,43.02
secondary,moderate_rain,0,36.41
primary,light_rain,0,41.2
secondary,heavy_rain,0,22.03
residential,clear,1,18.44
residential,clear,1,18.34
secondary,clear,0,33.21
secondary,clear,0,34.2
primary,clear,1,31.65
residential,clear,0,25.62
primary,clear,0,44.38
secondary,clear,0,33.26
secondary,clear,0,35.98
secondary,moderate_rain,0,31.95
primary,clear,1,26.15
residential,clear,0,26.09
primary,heavy_rain,0,31.03
secondary,clear,0,34.62
primary,flooded,1,13.74
primary,light_rain,0,44.98
secondary,clear,0,34.71
secondary,light_rain,0,34.26
primary,moderate_rain,0,44.61
primary,clear,0,42.67
secondary,heavy_rain,0,22.42
secondary,clear,1,24.81
residential,clear,1,15.78
primary,clear,0,42.98
primary,clear,0,41.22
primary,clear,0,43.48
primary,heavy_rain,1,19.57
secondary,clear,0,36.45
secondary,clear,1,24.88
primary,clear,0,44.03
primary,heavy_rain,1,20.06
primary,flooded,1,14.45
residential,moderate_rain,1,17.32
residential,flooded,0,10.83
primary,moderate_rain,0,38.54
primary,flooded,0,23.34
residential,light_rain,0,25.55
residential,clear,0,24.81
secondary,clear,0,36.61
primary,light_rain,0,41.31
primary,clear,0,42.14
secondary,clear,0,33.73
primary,clear,0,44.05
primary,heavy_rain,0,26.5
secondary,clear,0,33.85
primary,moderate_rain,1,28.79
secondary,light_rain,0,32.55
primary,flooded,0,20.61
primary,heavy_rain,0,25.56
secondary,moderate_rain,0,34.99
primary,clear,0,42.17
residential,clear,1,15.2
secondary,clear,0,33.06
primary,moderate_rain,0,41.44
secondary,heavy_rain,0,21.03
primary,moderate_rain,0,44.98
residential,clear,1,13.27
primary,clear,0,42.52
secondary,clear,1,23.75
primary,clear,0,42.04
secondary,clear,1,23.91
residential,clear,0,23.8
residential,moderate_rain,0,26.64
primary,clear,1,27.44
primary,clear,0,39.67
residential,flooded,0,10.55
residential,clear,0,25.58
primary,clear,0,43.02
secondary,clear,0,36.13
primary,clear,0,43.95
residential,clear,0,24.05
primary,clear,0,42.47
primary,clear,0,42.62
secondary,clear,0,37.83
primary,clear,1,30.15
secondary,heavy_rain,0,26.24
secondary,clear,1,24.85
primary,heavy_rain,0,28.78
primary,clear,0,41.67
secondary,clear,0,35.3
primary,moderate_rain,0,41.98
secondary,clear,0,34.86
residential,clear,0,24.69
secondary,light_rain,0,31.28
primary,clear,1,31.01
primary,moderate_rain,1,28.28
primary,heavy_rain,0,26.76
primary,clear,0,43.92
secondary,clear,0,33.72
secondary,clear,0,35.84
primary,flooded,0,22.92
primary,moderate_rain,0,43.6
primary,heavy_rain,1,19.22
secondary,clear,0,34.38
primary,moderate_rain,0,41.13
secondary,clear,1,22.51
primary,clear,0,43.17
residential,heavy_rain,0,16.4
residential,clear,1,15.61
primary,flooded,0,19.88
primary,clear,0,43.04
secondary,moderate_rain,0,33.43
primary,clear,0,41.49
secondary,clear,1,24.84
residential,clear,0,27.66
secondary,clear,0,36.44
residential,clear,0,23.92
primary,light_rain,1,28.51
primary,clear,0,45.51
secondary,clear,0,33.24
primary,clear,1,30.29
secondary,clear,1,21.42
primary,moderate_rain,0,44.59
primary,heavy_rain,0,28.23
residential,clear,0,28.34
primary,clear,0,45.79
residential,moderate_rain,0,24.19
residential,clear,0,23.92
secondary,clear,0,35.29
secondary,clear,0,34.73
secondary,clear,1,22.99
residential,clear,0,22.51
primary,clear,0,42.43
secondary,light_rain,1,21.49
secondary,clear,0,35.83
secondary,clear,0,36.49
secondary,clear,0,36.11
primary,clear,0,43.71
secondary,clear,0,33.72
residential,heavy_rain,0,17.02
primary,clear,0,44.39
residential,light_rain,0,23.66
secondary,clear,0,35.18
residential,light_rain,0,24.32
secondary,clear,0,37.49
secondary,clear,0,36.28
primary,moderate_rain,1,29.27
residential,clear,0,22.42
primary,moderate_rain,0,42.33
residential,clear,0,24.77
residential,flooded,0,12.25
primary,moderate_rain,1,26.01
primary,flooded,1,12.93
secondary,clear,0,34.9
primary,clear,1,30.79
residential,moderate_rain,0,23.46
primary,heavy_rain,1,18.86
primary,flooded,0,24.27
residential,clear,0,24.55
secondary,moderate_rain,1,22.78
residential,clear,0,24.83
primary,clear,1,27.1
secondary,clear,0,35.86
secondary,clear,0,34.02
secondary,heavy_rain,0,23.35
secondary,clear,0,35.67
secondary,light_rain,0,37.27
secondary,clear,0,33.02
primary,clear,0,44.5
secondary,clear,1,24.89
primary,clear,0,42.24
secondary,clear,1,24.49
primary,moderate_rain,0,44.53
secondary,flooded,0,16.35
secondary,clear,0,35.36
primary,clear,1,29.72
primary,clear,0,44.0
primary,light_rain,0,43.56
secondary,clear,1,23.84
residential,clear,0,25.77
primary,clear,1,27.75
secondary,flooded,0,17.75
primary,clear,0,42.49
secondary,clear,0,33.16
residential,flooded,0,11.74
primary,light_rain,1,28.99
secondary,light_rain,1,23.81
primary,clear,0,41.3
primary,flooded,1,13.15
primary,light_rain,0,43.5
primary,heavy_rain,0,29.64
secondary,light_rain,0,35.69
secondary,light_rain,0,36.41
secondary,clear,0,35.81
primary,clear,0,42.58
primary,moderate_rain,0,42.24
secondary,clear,1,26.08
residential,clear,1,21.0
primary,clear,0,43.89
residential,moderate_rain,0,25.15
secondary,clear,0,36.09
secondary,moderate_rain,1,23.01
secondary,light_rain,0,36.11
primary,clear,0,44.71
primary,clear,1,29.65
secondary,clear,0,34.52
primary,clear,0,40.92
residential,clear,0,26.1
secondary,clear,0,35.32
primary,flooded,1,13.45
secondary,clear,0,33.31
primary,light_rain,0,43.4
secondary,clear,0,32.6
secondary,light_rain,0,34.81
residential,clear,0,26.27
secondary,light_rain,0,35.18
secondary,light_rain,0,33.77
secondary,light_rain,0,32.49
residential,clear,0,25.88
primary,light_rain,0,44.21
primary,clear,1,28.26
primary,clear,0,43.96
primary,clear,1,31.49
secondary,clear,0,35.51
secondary,clear,1,22.99
secondary,light_rain,0,35.92
primary,clear,0,42.09
secondary,clear,0,33.05
primary,clear,0,44.42
secondary,light_rain,1,22.55
secondary,clear,0,34.53
primary,clear,0,42.26
primary,light_rain,1,27.87
primary,clear,0,45.3
residential,clear,0,27.49
residential,clear,0,27.69
secondary,light_rain,0,35.99
primary,light_rain,1,29.28
secondary,clear,0,32.85
secondary,clear,0,34.72
secondary,clear,0,38.24
primary,light_rain,0,41.76
primary,heavy_rain,0,31.15
secondary,clear,0,35.08
primary,clear,0,39.18
primary,moderate_rain,1,29.31
primary,moderate_rain,0,43.97
secondary,heavy_rain,0,23.32
residential,light_rain,0,26.39
residential,heavy_rain,1,8.76
secondary,clear,0,32.92
secondary,clear,1,23.9
primary,clear,1,29.83
secondary,light_rain,1,25.19
primary,clear,0,44.16
secondary,clear,0,33.21
primary,clear,0,43.52
primary,clear,1,30.02
primary,heavy_rain,1,16.65
primary,clear,1,29.05
primary,clear,0,42.7
primary,moderate_rain,0,41.09
residential,clear,0,25.75
secondary,light_rain,0,32.63
secondary,moderate_rain,0,34.71
residential,heavy_rain,0,17.55
residential,heavy_rain,1,12.89
secondary,clear,0,33.31
residential,clear,1,14.59
primary,clear,1,29.54
primary,clear,0,42.77
secondary,clear,0,39.35
secondary,clear,0,35.69
secondary,heavy_rain,0,23.48
primary,clear,0,42.94
primary,clear,0,41.37
secondary,clear,1,24.44
primary,clear,0,43.08
secondary,flooded,0,17.38
secondary,clear,1,23.73
secondary,light_rain,0,34.69
secondary,clear,0,32.39
residential,clear,1,18.11
secondary,clear,0,33.73
secondary,moderate_rain,0,33.88
secondary,clear,1,25.52
primary,clear,0,45.87
primary,clear,0,40.65
primary,moderate_rain,0,42.11
secondary,light_rain,0,34.77
secondary,clear,1,21.33
residential,clear,1,18.05
primary,heavy_rain,0,29.05
primary,moderate_rain,1,28.65
residential,moderate_rain,1,15.03
primary,moderate_rain,0,42.69
secondary,light_rain,0,35.62
secondary,clear,0,35.19
secondary,heavy_rain,0,22.63
primary,heavy_rain,0,28.23
primary,clear,0,43.53
primary,clear,0,43.27
secondary,flooded,1,13.15
secondary,clear,1,22.87
primary,heavy_rain,0,27.05
secondary,clear,1,24.13
residential,clear,0,24.28
primary,clear,0,44.38
secondary,clear,0,35.01
secondary,clear,1,24.57
primary,clear,1,27.6
primary,light_rain,1,28.8
secondary,flooded,1,10.75
residential,clear,0,23.17
residential,clear,1,15.56
secondary,clear,0,34.18
secondary,clear,0,36.87
primary,clear,0,42.34
secondary,clear,0,33.09
secondary,clear,0,35.2
primary,clear,0,43.24
secondary,clear,0,34.26
secondary,light_rain,0,34.12
primary,clear,0,44.66
residential,heavy_rain,0,17.72
primary,heavy_rain,0,29.76
primary,flooded,1,12.78
primary,heavy_rain,1,23.79
secondary,clear,0,36.58
secondary,clear,1,24.37
primary,clear,0,41.45
secondary,moderate_rain,0,35.5
primary,heavy_rain,0,28.13
secondary,heavy_rain,0,23.11
secondary,clear,0,32.48
secondary,moderate_rain,0,32.22
residential,clear,0,25.66
primary,clear,0,44.71
primary,moderate_rain,1,29.38
secondary,clear,0,35.98
residential,flooded,1,8.33
primary,clear,0,42.59
primary,heavy_rain,1,19.9
primary,clear,0,44.43
secondary,moderate_rain,1,22.98
primary,moderate_rain,1,30.17
secondary,heavy_rain,0,23.07
residential,clear,0,23.53
secondary,heavy_rain,0,23.38
primary,clear,1,29.28
secondary,clear,0,34.88
primary,clear,0,45.12
residential,moderate_rain,0,25.55
secondary,clear,0,32.85
primary,moderate_rain,0,44.37
secondary,light_rain,1,19.05
secondary,clear,0,38.23
secondary,heavy_rain,1,15.34
primary,clear,0,42.92
residential,heavy_rain,0,16.62
residential,clear,0,25.58
secondary,clear,1,23.59
residential,clear,0,24.8
primary,clear,0,45.16
secondary,clear,0,35.85
secondary,clear,0,33.56
secondary,clear,1,24.7
secondary,clear,0,35.79
primary,clear,0,42.38
primary,moderate_rain,0,43.26
primary,clear,0,42.96
primary,heavy_rain,0,28.55
secondary,light_rain,0,33.99
primary,light_rain,0,38.77
primary,light_rain,0,41.62
secondary,clear,0,36.07
secondary,light_rain,0,34.33
residential,clear,0,23.07
secondary,heavy_rain,0,24.84
primary,moderate_rain,0,41.62
residential,clear,0,23.17
secondary,moderate_rain,1,26.28
primary,clear,0,41.62
secondary,clear,0,36.32
residential,clear,0,23.85
primary,moderate_rain,0,42.27
primary,moderate_rain,1,27.0
primary,moderate_rain,0,40.21
primary,clear,0,43.98
secondary,clear,0,35.61
secondary,light_rain,1,24.88
primary,clear,1,29.07
residential,light_rain,0,27.87
secondary,clear,1,23.99
secondary,clear,0,35.85
residential,clear,0,22.96
primary,light_rain,0,41.49
secondary,clear,0,35.78
secondary,clear,0,34.87
residential,clear,1,17.13
secondary,clear,0,33.78
primary,clear,0,43.38
residential,clear,0,25.18
primary,light_rain,0,40.64
residential,clear,0,25.96
residential,moderate_rain,0,21.79
primary,light_rain,0,42.69
secondary,clear,0,37.65
primary,clear,0,44.22
secondary,heavy_rain,0,24.41
secondary,clear,0,33.65
secondary,clear,0,37.65
residential,clear,0,27.07
secondary,light_rain,0,33.09
secondary,clear,0,34.29
residential,flooded,1,10.31
residential,heavy_rain,1,13.96
primary,clear,1,27.22
residential,clear,0,23.49
primary,clear,0,42.98
residential,clear,0,21.74
primary,clear,0,43.23
primary,clear,0,44.98
secondary,clear,1,21.43
secondary,clear,0,35.19
primary,clear,0,42.33
primary,flooded,0,24.06
secondary,clear,0,34.15
residential,flooded,0,14.78
primary,clear,0,42.3
primary,clear,0,44.36
secondary,clear,1,23.97
primary,clear,0,42.99
residential,clear,1,15.66
residential,heavy_rain,0,17.2
secondary,flooded,0,16.84
primary,clear,0,42.17
secondary,clear,1,25.8
secondary,clear,0,35.82
residential,clear,0,25.97
secondary,clear,0,34.41
secondary,clear,0,34.72
secondary,clear,0,34.63
secondary,clear,1,24.1
residential,clear,0,25.96
secondary,clear,0,34.95
secondary,clear,1,22.4
primary,flooded,1,15.7
secondary,clear,0,35.05
secondary,heavy_rain,0,21.24
primary,moderate_rain,0,38.87
primary,flooded,1,15.01
secondary,moderate_rain,1,21.73
secondary,light_rain,1,23.8
secondary,heavy_rain,0,22.23
primary,clear,0,43.4
secondary,clear,0,34.43
primary,flooded,0,24.23
secondary,moderate_rain,1,24.4
primary,flooded,0,23.62
primary,moderate_rain,0,42.1
primary,heavy_rain,1,20.7
primary,light_rain,0,42.55
primary,moderate_rain,0,44.27
primary,clear,1,29.01
secondary,heavy_rain,1,13.67
secondary,moderate_rain,1,19.97
primary,moderate_rain,0,44.57
residential,light_rain,0,25.26
primary,clear,0,44.02
secondary,clear,0,37.23
primary,heavy_rain,0,26.4
primary,clear,1,28.58
secondary,clear,0,34.65
secondary,clear,0,36.11
residential,moderate_rain,1,15.37
secondary,moderate_rain,1,21.17
residential,moderate_rain,0,22.53
primary,light_rain,1,30.31
primary,clear,1,28.0
primary,clear,1,28.29
primary,clear,1,30.07
secondary,moderate_rain,1,21.92
secondary,clear,0,32.44
primary,light_rain,0,40.04
residential,clear,0,24.91
residential,clear,0,25.75
primary,heavy_rain,0,28.58
primary,clear,0,43.85
primary,moderate_rain,0,39.65
primary,clear,1,26.8
primary,clear,1,32.5
secondary,clear,0,36.85
primary,clear,0,44.35
primary,moderate_rain,1,27.36
residential,clear,1,16.49
secondary,clear,1,23.59
residential,clear,1,18.82
primary,light_rain,1,29.19
primary,moderate_rain,0,42.86
secondary,clear,0,34.75
primary,clear,1,30.31
primary,moderate_rain,0,42.52
secondary,light_rain,1,23.22
secondary,clear,0,33.89
secondary,light_rain,1,22.99
secondary,light_rain,0,32.74
secondary,light_rain,0,34.3
primary,light_rain,0,42.54
primary,flooded,1,10.95
primary,clear,0,42.85
primary,flooded,1,12.79
residential,clear,1,17.6
secondary,light_rain,1,24.11
secondary,clear,1,22.95
primary,clear,0,44.02
primary,moderate_rain,0,42.95
primary,light_rain,0,42.06
primary,clear,1,31.42
